title,description,release,cover,author_ids,category_ids,price,oneStarCount,twoStarCount,threeStarCount,fourStarCount,fiveStarCount
Don Juan,"""Don Juan"" by Lord Byron is a satirical epic poem written in the early 19th century. The poem follows the misadventures of its titular character, Don Juan, a young man who is not portrayed as a seducer, but rather as one who is easily seduced by women. Through various encounters and a humorous lens, Byron explores themes of love, societal norms, and human folly.  The opening of ""Don Juan"" sets a lively and witty tone, starting with an ironic dedication to poet Robert Southey, which critiques contemporary poets and celebrates poetic freedom. We are introduced to the protagonist, Don Juan, who is born in Seville to a noble father and a highly educated mother, Donna Inez, who has aspirations of making him a paragon of virtue. However, the narrative quickly hints at the complications of their relationships, particularly as Juan’s innocence leads him into the clutches of love and seduction, contrasting sharply with the societal expectations imposed upon him. The conflict escalates when Juan inadvertently becomes involved in a scandal with Donna Julia, leading to a comedic yet profound examination of moral hypocrisy and desire. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/21700/pg21700.cover.medium.jpg,1,21|22,34,50,444,43,113,216
Childe Harold's Pilgrimage,"""Childe Harold's Pilgrimage"" by Lord Byron is a narrative poem written in the early 19th century, notable for its exploration of themes such as disillusionment, longing, and the beauty of nature. The poem follows the journey of Childe Harold, a young nobleman who, feeling weary and disenchanted with life in England, embarks on a quest for adventure and self-discovery through various countries, particularly in Southern Europe.   At the start of the poem, we are introduced to Harold, whose earlier life has been spent in hedonistic revelry, yet he now finds himself stricken with a profound sense of ennui and dissatisfaction. Feeling out of place in his own homeland, he decides to escape to foreign shores, hinting at a deeper inner turmoil. The opening portion sets the tone for his travels while reflecting on beauty, love, and the impermanence of life. Through poignant imagery and philosophical musings, Byron captures the essence of a restless spirit seeking solace and purpose, inviting readers to reflect on their own existence amidst historical and personal landscapes. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/5131/pg5131.cover.medium.jpg,1,23|24|25|22|27|22,18,382,123,334,260,439
Uncle Tom's Cabin,"""Uncle Tom's Cabin"" by Harriet Beecher Stowe is a novel written in the mid-19th century that explores the moral complexities surrounding slavery in America. The story introduces us to a variety of characters affected by the institution of slavery, focusing particularly on Uncle Tom, a devout and dignified enslaved man, alongside other figures like Eliza, who is desperate to save her child from being sold, reflecting the heart-wrenching realities of such a system.  The opening of the book sets the stage in Kentucky, where Mr. Shelby, in financial distress, contemplates selling Uncle Tom and the young boy Harry to settle debts while conversing with the trader Haley. Through their dialogue, Stowe highlights the inhumane circumstances under which slaves are viewed as property rather than human beings, and we witness the initial stirrings of turmoil that compel Eliza to flee with her son upon hearing of their impending sale. The emotional depth and ethical dilemmas presented in these early chapters lay the groundwork for a powerful narrative that challenges readers to confront the harsh truths of slavery. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/203/pg203.cover.medium.jpg,1,29|2|5|31|2|33|2|35|2|37|2|39|40|2|42|2|44|2,15,360,213,126,431,55
The Sorrows of Young Werther,"""The Sorrows of Young Werther"" by Johann Wolfgang von Goethe is a novel written during the late 18th century, specifically in the Sturm und Drang literary movement era. The story revolves around Werther, a young artist who becomes deeply infatuated with a woman named Charlotte, who is already betrothed to another man, leading him into a spiral of emotional distress and romantic turmoil.  The opening of the novel introduces us to Werther through a series of letters he writes to his friend Wilhelm. In these letters, he expresses his complex emotions about love, life, and nature. He describes the beauty of his surroundings and his internal struggle regarding his feelings for Charlotte. As he reflects on his past romantic entanglements and the nature of happiness, his passionate and introspective character begins to unfold. The beginning sets the stage for Werther's eventual emotional conflicts and highlights the themes of unrequited love and the intensity of youthful feelings that will define the trajectory of his fate throughout the novel. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/2527/pg2527.cover.medium.jpg,1,46|47|2|49|2|51|46|2,22,495,491,318,3,409
Northanger Abbey,"""Northanger Abbey"" by Jane Austen is a novel written in the early 19th century. The story introduces Catherine Morland, a young woman whose unremarkable upbringing and lack of traditional beauty set her apart from the stereotypical hero-lines of romantic fiction. However, Catherine harbors a longing for adventure and the romantic ideals perpetuated by the novels she devours, which foreshadows her journey into society, particularly as she embarks on a trip to Bath.  The opening of the novel sets the stage for Catherine's character development and introduces her mundane life contrasted with her fantastical aspirations. From early childhood, it is clear that Catherine is more inclined towards physical activities than traditional feminine pastimes, a trait that persists into her teenage years as she develops a fascination for the very novels that shape her romantic notions. Her first significant adventure begins when she is invited to Bath, where she hopes to find excitement, friendship, and possibly romance, particularly with Mr. Tilney, a character that stirs her interest. The narrative promises a witty exploration of societal norms, personal growth, and the dissonance between one's reality and their expectations, making it an engaging read for those interested in character-driven stories that satirize romantic tropes. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/121/pg121.cover.medium.jpg,1,54|2|56|2|56|47|60|2|62|56|2|65|66|67|2|69|70|71|2|73|74|2,13,440,203,31,235,174
Three Men in a Boat (To Say Nothing of the Dog),"""Three Men in a Boat (To Say Nothing of the Dog)"" by Jerome K. Jerome is a humorous novel written in the late 19th century. The story follows three friends—George, Harris, and the narrator, along with their dog Montmorency—who embark on a comedic and chaotic boating trip on the Thames as a remedy for their various ailments and to seek some rest and relaxation from their busy lives.  At the start of the book, the trio discusses their health woes, convinced they all suffer from a myriad of conditions. They decide that a boating expedition would be the ideal way to rejuvenate themselves, and they begin planning their trip, which leads to amusing arguments and whimsical considerations about their journey. The opening chapters set the tone for a lighthearted exploration of friendship, adventure, and the misadventures that arise from their well-intentioned plans, capturing the comedic essence of their personalities and the challenges they face even before they set sail. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/308/pg308.cover.medium.jpg,1,76|56|78|2|80|2|82|83|2|85|2|51|88|56|78|2,30,99,152,116,437,259
An Enquiry Concerning Human Understanding,"""An Enquiry Concerning Human Understanding"" by David Hume is a philosophical treatise written during the early 18th century. The work explores the nature of human cognition, the limitations of human reason, and the principles underlying human understanding. Hume delves into important topics such as the origin of ideas, the relationship between causes and effects, the nature of belief, and the principles of association within our thoughts.  The opening of Hume's inquiry begins by distinguishing between two different types of philosophy, namely moral philosophy and a more analytical approach to understanding human nature. He outlines the merits of both, acknowledging that while the former aims to guide virtuous behavior through sentiment and understanding, the latter seeks to dissect and analyze the underlying principles that govern human cognition. Hume emphasizes that this analytical philosophy, while potentially more abstract and difficult to grasp, is essential for understanding the foundation of our beliefs and actions. He introduces the tension between practical and abstract reasoning, setting the stage for a deeper exploration of how humans perceive and process their experiences. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/9662/pg9662.cover.medium.jpg,1,92|93,10,393,61,445,363,362
Moby Multiple Language Lists of Common Words,"""Moby Multiple Language Lists of Common Words"" by Grady Ward is a compilation of word lists written in the early 21st century. This resource serves as a linguistic reference, featuring extensive vocabulary lists in several prominent languages, including French, German, Italian, Japanese, and Spanish. The aim of the book is to provide users with a comprehensive set of common words to aid in language study and usage.  The content of this book comprises five language-specific lists, each enumerating a significant number of words in its respective language. For example, the French list contains over 138,000 words, while the German list boasts nearly 160,000. Each list is structured in a simple, accessible text format, making it easy for users to reference and utilize. Additionally, the book outlines instructions on how to download and access the files, emphasizing their public domain status and the utility of these lists for linguistic purposes. Overall, the work serves as a practical tool for language learners and linguists seeking to expand their vocabulary across multiple languages. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/3206/pg3206.cover.medium.jpg,1,94|95,34,476,385,260,334,493
Aesop's Fables; a new translation,"""Aesop's Fables,"" by V. S. Vernon Jones is a collection of moral tales traditionally attributed to Aesop, likely compiled in ancient Greece around the 6th century BC. This new translation captures the essence of these timeless fables, which feature anthropomorphized animals and convey valuable lessons about human behavior and virtues. Each fable concludes with a moral, making them particularly suited as teaching stories for both children and adults seeking wisdom from simple narratives.  The opening portion introduces Aesop and the context of his fables through an introduction by G.K. Chesterton. In his introduction, Chesterton discusses the philosophical underpinnings of Aesop's Fables, emphasizing their universal truths and the anonymity of their origins. Readers are presented with several fables, such as ""The Fox and the Grapes"" and ""The Goose That Laid the Golden Eggs,"" illustrating themes like envy, greed, and the wisdom of moderation. A consistent element throughout these tales is the exploration of human nature through the interactions of animals, urging readers to reflect on their own lives and choices. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/11339/pg11339.cover.medium.jpg,1,96|97,26,177,123,46,340,191
The First Book of Adam and Eve,"""The First Book of Adam and Eve"" by Rutherford Hayes Platt is a retelling of the story of Adam and Eve after their expulsion from the Garden of Eden, likely written in the late 19th century. The text serves as a fictional account that explores the trials, tribulations, and emotional struggles faced by the first humans, focusing on their reflections on the lost paradise and interactions with divine beings. The narrative particularly emphasizes themes of sin, redemption, and the profound yearning for forgiveness.  The opening of the book sets the stage by detailing Adam and Eve's immediate reactions to their exile from the garden. They descend into a cave called the Cave of Treasures, overwhelmed by grief and remorse as they confront their new reality. Adam mourns the loss of the garden's beauty while Eve takes on the burden of guilt for their transgression, pleading with God for mercy. Throughout these chapters, the couple grapples with despair, engages in prayer for forgiveness, and experiences encounters with God and adversaries, including Satan, emphasizing the continuous tension between hope and despair in their new lives. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/398/pg398.cover.medium.jpg,1,98|99|100,20,34,423,414,377,128
Ethan Frome,"""Ethan Frome"" by Edith Wharton is a novel written in the late 19th century. The story revolves around Ethan Frome, a taciturn and physically impaired man, who is emblematic of the struggles faced by individuals in a desolate New England village. The novel explores themes of isolation, unfulfilled dreams, and the oppressive weight of circumstance as Ethan navigates his difficult life with his ailing wife, Zeena, and his vibrant cousin, Mattie.  At the start of the novel, we are introduced to darker elements of Starkfield, Massachusetts, through the impression of the narrator, who becomes fascinated by Ethan Frome's tragic figure. Ethan is depicted as worn down by years of hardship, both physical and emotional, following a life-altering accident. The narrative hints at a deeper, untold story about Ethan, Zeena, and Mattie, weaving together fragments of history shared by the townsfolk and glimpses of Ethan's past. As the narrator grapples with Ethan's taciturn nature and the chilling atmosphere of Starkfield, the sense of despair and longing for a life beyond the bleakness of his current existence becomes apparent, setting the stage for the unfolding drama of the characters’ intertwined lives.   Overall, this opening portion establishes an evocative setting and keen psychological insight into the main character, suggesting a narrative steeped in emotion and existential reflection. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/4517/pg4517.cover.medium.jpg,1,101|2|103|104|2|106|2|108|2|13|2,25,306,22,326,336,100
Essays of Michel de Montaigne — Complete,,1949-06-08,https://www.gutenberg.org/cache/epub/3600/pg3600.cover.medium.jpg,1,112|97,25,447,241,485,195,272
2 B R 0 2 B,"""2 B R 0 2 B"" by Kurt Vonnegut is a short story that originally appeared in the magazine ""Worlds of If"" in the early 1960s. This satirical piece explores themes of population control and the moral implications of voluntary death in a future society where aging and diseases have been conquered, and the population is deliberately capped at forty million to ensure quality of life. The narrative reflects the absurdities and moral dilemmas faced by individuals in a world with strict population management.  The story revolves around Edward K. Wehling Jr., who is anxiously waiting for his wife to give birth to triplets in a hospital that doubles as a setting for a shocking societal norm: for every new life, another must willingly end. As Wehling grapples with the heart-wrenching decision of which of his children will live, he is confronted by various characters that symbolize the darker, utilitarian aspects of this engineered world. These include Dr. Hitz, who promotes the concept of population control, and Leora Duncan, a termination facilitator. Ultimately, faced with the impossible choice and the grim reality of the situation, Wehling makes a tragic decision that underscores the story's critique of society's cold rationalism surrounding life and death. In a final moment of despair, the painter observes the events unfold and decides to end his own life by calling the ""Federal Bureau of Termination,"" highlighting the pervasive theme of hopelessness in such a dystopian existence. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/21279/pg21279.cover.medium.jpg,1,114|115,32,129,242,61,216,251
Lysistrata,"""Lysistrata"" by Aristophanes is a comedic play written in ancient Greece, probably during the classical period. It is one of the most famous pieces from the genre of Greek comedy, specifically focusing on themes related to gender dynamics and the impact of war on society. The play centers on a bold and clever woman named Lysistrata who leads a group of women in a daring plan to end the Peloponnesian War by withholding sexual favors from their husbands until peace is negotiated.  The narrative unfolds as Lysistrata calls together women from various city-states, including Sparta and Athens, to agree on a sex strike to compel their men to end the war. Through a combination of humor, wit, and strong female characters, the play explores the complexities of war, love, and the roles women play in society. As the women take control of the Acropolis and the men are driven to desperation for their wives, the play ultimately delivers a message about unity and the power of women in both the domestic sphere and the public arena. The story blends hilarity with pointed social commentary, showcasing Aristophanes' signature style of mixing comedy with serious critiques of societal norms. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/7700/pg7700.cover.medium.jpg,1,116|97|118|119|120|121|122|123|97|125|122|127|122|129|122,28,100,18,273,13,270
"Incidents in the Life of a Slave Girl, Written by Herself","""Incidents in the Life of a Slave Girl, Written by Herself"" by Harriet A. Jacobs is an autobiographical account written in the mid-19th century. The book explores the harrowing experiences of a young enslaved girl named Linda Brent, who navigates the complexities of slavery, gender, and personal autonomy within a brutal system designed to dehumanize her.   The opening of the narrative introduces readers to Linda's childhood, where she enjoys a degree of privilege as a favored slave girl, shielded from the realities of her status until her mother’s death reveals to her the true nature of her existence. With her mother's passing, the narrative shifts to her new home with Dr. Flint, a figure who embodies the cruelty and sexual predation of slavery. Linda's innocence is shattered as she faces the relentless advances of her master, the jealousy of his wife, and the threat of being sold or abused at any moment. The early pages set the tone for a story that deeply examines the institutionalized injustices faced by enslaved women, highlighting the struggle for personal dignity and freedom amidst a life fraught with suffering and exploitation. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/11030/pg11030.cover.medium.jpg,1,31|132|133|31|132|136|137|132|133|140,27,345,389,221,103,132
The Social Cancer: A Complete English Version of Noli Me Tangere,"""The Social Cancer: A Complete English Version of Noli Me Tangere"" by José Rizal is a historical novel written during the late 19th century. This work unveils the social injustices and difficulties faced by Filipinos under Spanish colonial rule, with its narrative largely focusing on Crisostomo Ibarra, a young Filipino who returns to the Philippines after studying abroad and is confronted with the realities of oppression, corruption, and the hypocrisy of the religious and political powers of the time.  The opening of the novel introduces a dinner hosted by Don Santiago de los Santos, also known as Capitan Tiago, establishing the social setting and characters that will play a crucial role in depicting the lives and struggles of Filipinos. Through vivid portrayals of the elite society, Rizal hints at the underlying tensions and issues that plague the nation. Key themes of social disparity and the influence of colonialism are presented, indicating the deeper narrative that will unfold as Ibarra navigates through his interactions and the broader societal context. Thus, the beginning sets the stage for a profound exploration of personal and national identity against the backdrop of societal decay and aspiration for reform. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/6737/pg6737.cover.medium.jpg,1,141|142|120|144|2,35,133,308,152,102,474
Struwwelpeter: Merry Stories and Funny Pictures,"""Struwwelpeter: Merry Stories and Funny Pictures"" by Heinrich Hoffmann is a collection of humorous children's stories and illustrations crafted in the mid-19th century. The book is notable for its entertaining yet cautionary tales aimed at young readers, teaching them moral lessons about behavior and consequences. This classic text reflects the societal values and parenting approaches of its time, often employing exaggerated depictions of misbehavior to both amuse and instruct children.  The book features a series of whimsical yet morbid stories, each focusing on a different child's misadventures and the ensuing consequences of their naughtiness. For instance, Shock-headed Peter portrays a boy who neglects personal hygiene, while Cruel Frederick details a boy's mistreatment of animals and the repercussions he faces. Other tales, such as ""The Dreadful Story of Harriet and the Matches,"" depict dire endings for children who disobey warnings, illustrating the importance of heeding parental advice. Each story is complemented by charming, often cheeky illustrations, making the book a playful but cautionary read that resonates with both children and adults. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/12116/pg12116.cover.medium.jpg,1,146|2|148|149|150|151|97|153|97|155|156,28,314,309,175,290,492
A Midsummer Night's Dream,"""A Midsummer Night's Dream"" by William Shakespeare is a comedic play written in the late 16th century. The story revolves around the romantic entanglements of four young Athenian lovers: Hermia, Lysander, Helena, and Demetrius, amidst the backdrop of their city's ruling couple, Theseus and Hippolyta, as well as the whims of enchanted fairies. The narrative explores themes of love, identity, and the complexities of relationships, often through a humorous and fantastical lens.  At the start of the play, the Duke of Athens, Theseus, discusses his impending marriage to Hippolyta while dealing with the grievances of Egeus, who demands that his daughter Hermia marry Demetrius instead of her true love, Lysander. Hermia and Lysander plot to escape into the woods to elope, while Helena, who is in love with Demetrius, decides to pursue them. This opening sets up the central conflicts of love and desire that will unfold in the enchanted forest, where magical interventions will further complicate the relationships among the characters. Through whimsical dialogue and engaging interactions, the groundwork is laid for a story rich with humor and enchantment. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/1514/pg1514.cover.medium.jpg,1,157|122|118|159|122|161,27,7,163,268,120,49
"The Birth of Tragedy; or, Hellenism and Pessimism","""The Birth of Tragedy; or, Hellenism and Pessimism"" by Friedrich Wilhelm Nietzsche is a philosophical work written in the early 19th century. This foundational text explores the origins of Greek tragedy, emphasizing the interplay between the Apollonian and Dionysian elements of art and existence. Nietzsche presents a duality where the rational and structured aspects of Apollo contrast sharply with the chaotic, passionate nature of Dionysus, ultimately arguing that both forces are essential to the human experience and the creation of art.  The opening of this work provides a deep insight into Nietzsche's philosophical explorations surrounding the nature of existence and art. He reflects on experiences from his youth and the foundational influences of Hellenism, Schopenhauer, and Wagner upon his thinking. Nietzsche begins to articulate the essential conflict between the beauty represented by Apollo and the primal chaos embodied by Dionysus, suggesting that Greek tragedy arose from a reconciliation of these contrasting forces. Through this lens, he begins to question the notion of pessimism and its relationship with artistic creation, hinting at a complex relationship between joy, suffering, and the necessity of art for human life. The prologue sets the stage for the intricate analysis of Greek aesthetics that follows, inviting readers to consider the deeper implications of tragedy as a reflection of life's dualities. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/51356/pg51356.cover.medium.jpg,1,162|163|164|165|166|167|168|169|170,21,344,474,45,127,173
The Marriage of Heaven and Hell,"""The Marriage of Heaven and Hell"" by William Blake is a poetic work written in the late 18th century. This collection of philosophical writings and poetry explores the nature of good and evil, reason and energy, and the interplay of desire and restraint. It innovatively challenges traditional views of morality and spirituality, proposing that opposites are necessary for human existence and that energy, often labeled as ""evil,"" is vital for understanding human experience.  The book presents a series of provocative and imaginative ideas, conveyed through a combination of prose and verse. It opens with an argument regarding the necessity of contraries, positing that the division between good and evil is a construct of human perception. Blake employs the character of the Devil to voice dissenting ideas against conventional religious beliefs, advocating for the acceptance and celebration of human desires. Through memorable fancies and proverbs of hell, the text critiques societal norms and religious doctrines, emphasizing that true understanding and liberation come from embracing one's inherent energies and desires. The work is rich with allegory and has had a lasting impact on literature and philosophy, inviting readers to reconsider their perspectives on morality and existence. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/45315/pg45315.cover.medium.jpg,1,171|172|173,17,95,121,235,381,355
Twenty Thousand Leagues under the Sea,"""Twenty Thousand Leagues under the Sea"" by Jules Verne is a classic science fiction novel written during the late 19th century. The story revolves around the mysterious appearances of a massive sea creature, leading to public sensation and scientific debate about its existence. The narrative is centered on Professor Pierre Aronnax, his servant Conseil, and Canadian whaler Ned Land as they embark on a journey to confront this enigmatic creature, which turns out to be far more than anyone anticipated.  The opening of the novel sets the stage for an extraordinary adventure by detailing the widespread excitement over sightings of a colossal sea creature observed by various ships across the oceans. Professor Aronnax, recently returned from a scientific expedition, finds himself drawn into the heated debate surrounding the creature's existence. The narrative follows his decision to join the U.S. expedition aboard the frigate Abraham Lincoln, alongside his companions Conseil and Ned Land, as they pursue the supposed monster. Tension builds as they ready themselves for confrontation, establishing a sense of suspense and wonder about what lies beneath the ocean's depths. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/164/pg164.cover.medium.jpg,1,174|114|175|176|2|178|2,15,466,434,62,89,187
"Memoirs of Fanny Hill: A New and Genuine Edition from the Original Text (London, 1749)","""Memoirs of Fanny Hill"" by John Cleland is a novel written in the mid-18th century. The book narrates the life of Frances Hill, known as Fanny, a young woman who recounts her experiences as she navigates the world of love, desire, and sexuality after having lost her parents. As she ventures from her modest origins in Lancashire to the bustling streets of London, Fanny's journey leads her down a path filled with both pleasure and peril.  The opening of the novel sets the stage for Fanny's tale, introducing her as an orphan who, after the death of her parents, embarks on a journey to London in search of work and a new life. The narrative is delivered in the form of letters, reflecting her thoughts and feelings with an unvarnished honesty. Fanny recounts her initial naivety, her encounters with various figures, including Esther Davis who helps her settle in London, and her experiences in a world where her innocence is both precious and endangered. As she begins to experience the city's allure, the groundwork for her eventual journeys through love and loss is laid, hinting that her path will be one marked by exploration of sensuality amidst the challenges of her chosen life. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/25305/pg25305.cover.medium.jpg,1,56|2|182|183|2,29,12,256,16,3,169
The Jungle Book,"""The Jungle Book"" by Rudyard Kipling is a collection of stories originally published in the late 19th century. It primarily revolves around the adventures of a young boy named Mowgli, who is raised by wolves in the Indian jungle, exploring themes of nature, survival, and the clash between civilization and the wild. The narrative delves into the bonds formed between Mowgli and various animal characters, highlighting the laws that govern the lives of jungle inhabitants.  At the start of the book, the story introduces Mowgli's origins as he is discovered by Father Wolf after wandering into the wolf pack's territory. The fierce tiger Shere Khan poses a threat as he seeks to claim Mowgli for himself. Mother Wolf, however, fiercely defends Mowgli, declaring him as her own and igniting a debate among the pack members about the consequences of accepting a human child into their midst. This opening sets the stage for Mowgli’s complex relationship with both the jungle and the human world, showcasing the challenges he faces as he grows up estranged from both realms. It sets a tone of adventure and danger that permeates the stories to come, inviting readers into a richly imagined natural world. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/236/pg236.cover.medium.jpg,1,185|186|2|188|2|190|2|190|120|60|2|196|2|198|2|200|2|115,21,153,127,63,142,98
"Poems, with The Ballad of Reading Gaol","""Poems, with The Ballad of Reading Gaol"" by Oscar Wilde is a collection of poetry written during the late 19th century. This work encompasses various themes, from love and beauty to social justice and the human condition, reflecting Wilde’s keen observations and exquisite literary style. The poems feature a range of subjects, including personal emotions, political reflections, and intricate imagery, showcasing his distinctive voice and artistry.  The opening of this collection introduces readers to Wilde's lyrical prowess through a series of poignant verses. The first poem, ""Hélas!"", reflects a sense of melancholic reflection on lost wisdom and the passage of time. It explores themes of personal struggle and longing for deeper meaning. Following this, ""Eleutheria"" contains verses that engage with concepts of liberty and the dichotomy of love and pain, hinting at Wilde's complex relationship with societal ideals and personal desires. As the reader progresses through the text, they are invited into a world where the beauty of nature, the tragedy of loss, and the quest for identity intertwine beautifully, setting the stage for the rich and multifaceted poems that follow. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/1057/pg1057.cover.medium.jpg,1,22|202|22,24,422,106,58,88,165
The Tale of Peter Rabbit,"""The Tale of Peter Rabbit"" by Beatrix Potter is a children's story written in the early 20th century. This beloved tale recounts the adventures of a little rabbit named Peter who disobeys his mother's warning and ventures into the garden of the strict Mr. McGregor. The narrative, rich with charming illustrations, captures the essence of childhood curiosity and the consequences of naughty behavior.  The story begins with Peter Rabbit living with his mother and siblings, who are advised to avoid Mr. McGregor's garden. Ignoring this advice, Peter sneaks into the garden, indulging in delicious vegetables but quickly finds himself pursued by the angry Mr. McGregor. A series of frantic escapades ensue as Peter tries to escape and find his way back home, losing his clothes along the way. After a harrowing chase, he manages to escape back to the safety of his mother's home, where he learns a valuable lesson about obedience and caution. The whimsical adventure, filled with humor and relatable themes, has made this classic a favorite among children and parents alike for generations. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/14838/pg14838.cover.medium.jpg,1,204|150,27,388,208,370,184,290
Ibong Adarna: Corrido at Buhay na Pinagdaanan nang tatlong Principeng Magcacapatid na Anac nang Haring Fernando at nang Reina Valeriana sa Cahariang Berbania,"""Ibong Adarna"" by Anonymous is a traditional Filipino epic poem likely written in the late 19th century. This narrative centers around the journey of three royal brothers—Don Pedro, Don Diego, and Don Juan—as they search for the mythical Adarna bird, whose song has the power to heal their ailing father, King Fernando. The tale explores themes of betrayal, sacrifice, and the quest for redemption.  The opening of the poem introduces the three brothers and their royal lineage from the Kingdom of Berbania, ruled by King Fernando and Queen Valeriana. As the story unfolds, we learn that the king falls gravely ill due to a haunting dream involving his youngest son, Don Juan, who is tragically wronged by his elder siblings. Prompted by the king’s need for healing through the song of the Adarna bird, Don Pedro is the first to embark on the quest. However, the narrative hints at the challenges he will face, connected to his jealousy and ambition, setting the stage for a rich tapestry of adventure, magic, and moral dilemmas that will ensue as the brothers navigate their dangerous journey. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/16157/pg16157.cover.medium.jpg,1,206|142,34,478,142,368,281,143
Mi Ultimo Adiós,"""Mi Ultimo Adiós"" by José Rizal is a poignant poem written in the late 19th century. This literary work is a farewell poem that reflects the author's deep love for his homeland, the Philippines, at a time of significant political turmoil and repression. It embodies themes of sacrifice, patriotism, and the longing for freedom, highlighting Rizal's commitment to his country's liberation from colonial oppression.  In ""Mi Ultimo Adiós,"" Rizal expresses his sentiments as he faces his impending execution. The poem is a heartfelt farewell to his beloved homeland, where he declares his readiness to sacrifice his life for the cause of freedom. It portrays his dreams and aspirations for the Philippines, invoking imagery of natural beauty and profound love for his family. The poet calls for the remembrance of those who have suffered for their nation and articulates his hope for a future without oppression. Ultimately, the poem stands as a testament to Rizal's patriotism and his enduring spirit that seeks to inspire his fellow countrymen even in death. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/18600/pg18600.cover.medium.jpg,1,1,30,290,24,307,423,5
The Red Badge of Courage: An Episode of the American Civil War,"""The Red Badge of Courage: An Episode of the American Civil War"" by Stephen Crane is a novel written in the late 19th century. It explores the themes of fear, heroism, and the psychological struggles of a young soldier during the American Civil War. The story focuses on Henry Fleming, a youth who grapples with his romanticized notions of warfare and the brutal reality he encounters when faced with battle.  The opening of the novel introduces us to the tension and anticipation of soldiers as they await orders to engage in combat. The protagonist, Henry, reflects on his motivations for enlisting and his inner turmoil as he contemplates the idea of battle. Amidst discussions and rumors among the troops, Henry becomes increasingly aware of his fears and doubts about his courage. His thoughts reveal a strong desire for glory juxtaposed with a deep-seated fear of cowardice, culminating in a poignant examination of a soldier’s mindset before encountering the chaos of war. Through vivid imagery and a focus on Henry’s psychological landscape, the beginning sets the stage for the exploration of courage and self-discovery that is to unfold throughout the narrative. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/73/pg73.cover.medium.jpg,1,208|2|141|132|120|212|2|214|120|212|2|218,23,407,428,165,207,112
雲形紋章,"""雲形紋章"" by John Meade Falkner is a historical novel written in the late 19th century. The story is set in the quaint coastal town of Caran, where the main character, the architect Westley, arrives to oversee the restoration of the magnificent Caran Cathedral. The narrative delves into themes of heritage, societal change, and the personal challenges faced by the inhabitants of the town.  At the start of the book, we are introduced to the bustling atmosphere of Caran, marked by the fading glory of its once-thriving port. The prologue establishes the character of Sir George Farquhar, an esteemed member of the community who emphasizes the importance of the restoration project. As Westley arrives in Caran amidst heavy rain, he is greeted by the eerie beauty of the cathedral and soon meets various townsfolk, including the pompous rector and the local organist, Mr. Sharnoll. The opening hints at underlying tensions regarding the town's history and the enigmatic ""clouded"" emblem connected to the noble Brindemore family, establishing a sense of mystery and intrigue that is bound to unfold as the story progresses. (This is an automatically generated summary.)",1949-06-08,https://www.gutenberg.org/cache/epub/35018/pg35018.cover.medium.jpg,1,219|2|221|222|2|224|2|226|2|228|2,29,297,484,207,108,137
